date;source;destination;start_time;end_time;price;currency
2024-09-01;FRA;BCN;13:20+0100;15:25+0100;357.0;$
2024-09-01;FRA;BCN;21:00+0100;23:05+0100;338.0;$
2024-09-01;FRA;BCN;09:50+0100;11:55+0100;375.0;$
2024-09-01;FRA;MUC;16:15+0100;17:10+0100;127.0;$
2024-09-01;FRA;MUC;16:15+0100;17:10+0100;108.0;$
2024-09-01;FRA;MUC;19:15+0100;20:10+0100;119.0;$
2024-09-01;FRA;MUC;20:15+0100;21:10+0100;119.0;$
2024-09-01;FRA;MUC;17:15+0100;18:10+0100;119.0;$
2024-09-01;FRA;MUC;07:15+0100;08:10+0100;119.0;$
2024-09-01;FRA;MUC;21:15+0100;22:10+0100;119.0;$
2024-09-01;FRA;MUC;10:15+0100;11:10+0100;171.0;$
2024-09-01;FRA;MUC;09:15+0100;10:10+0100;182.0;$
2024-09-01;FRA;MUC;13:15+0100;14:10+0100;220.0;$
2024-09-01;FRA;MUC;15:15+0100;16:10+0100;258.0;$
2024-09-01;FRA;FCO;16:40+0100;18:30+0100;123.0;$
2024-09-01;FRA;FCO;16:40+0100;18:30+0100;115.0;$
2024-09-01;FRA;FCO;17:55+0100;19:55+0100;119.0;$
2024-09-01;FRA;FCO;11:40+0100;13:40+0100;152.0;$
2024-09-01;FRA;FCO;16:05+0100;17:55+0100;159.0;$
2024-09-01;FRA;FCO;17:10+0100;19:15+0100;140.0;$
2024-09-01;FRA;FCO;07:30+0100;09:20+0100;175.0;$
2024-09-01;FRA;FCO;21:45+0100;23:35+0100;115.0;$
2024-09-01;FRA;FCO;10:45+0100;12:35+0100;244.0;$
2024-09-01;FRA;FCO;12:00+0100;13:50+0100;276.0;$
2024-09-01;FRA;ZRH;20:50+0100;21:55+0100;166.0;$
2024-09-01;FRA;ZRH;16:30+0100;17:25+0100;134.0;$
2024-09-01;FRA;ZRH;16:30+0100;17:25+0100;144.0;$
2024-09-01;FRA;ZRH;18:25+0100;19:20+0100;153.0;$
2024-09-01;FRA;ZRH;18:25+0100;19:20+0100;163.0;$
2024-09-01;FRA;ZRH;20:50+0100;21:55+0100;156.0;$
2024-09-01;FRA;ZRH;09:45+0100;10:40+0100;187.0;$
2024-09-01;FRA;ZRH;15:00+0100;15:55+0100;187.0;$
2024-09-01;FRA;ZRH;06:40+0100;07:35+0100;187.0;$
2024-09-01;FRA;ZRH;20:50+0100;21:55+0100;166.0;$
2024-09-01;FRA;ZRH;15:00+0100;15:55+0100;198.0;$
2024-09-01;FRA;ZRH;09:45+0100;10:40+0100;198.0;$
2024-09-01;FRA;ZRH;06:40+0100;07:35+0100;198.0;$
2024-09-01;FRA;ZRH;08:50+0100;09:45+0100;259.0;$
2024-09-01;FRA;ZRH;08:50+0100;09:45+0100;272.0;$
2024-09-01;FRA;ZRH;13:05+0100;14:00+0100;296.0;$
2024-09-01;FRA;ZRH;13:05+0100;14:00+0100;303.0;$
2024-09-01;BCN;LHR;08:00+0100;09:15+0000;200.0;$
2024-09-01;BCN;LHR;08:00+0100;09:15+0000;195.0;$
2024-09-01;BCN;LHR;07:45+0100;09:10+0000;307.0;$
2024-09-01;BCN;LHR;10:10+0100;11:35+0000;325.0;$
2024-09-01;BCN;LHR;18:30+0100;19:45+0000;347.0;$
2024-09-01;BCN;LHR;10:10+0100;11:35+0000;342.0;$
2024-09-01;BCN;LHR;08:00+0100;09:15+0000;377.0;$
2024-09-01;BCN;LHR;07:45+0100;09:10+0000;342.0;$
2024-09-01;BCN;LHR;20:30+0100;21:50+0000;404.0;$
2024-09-01;BCN;LHR;20:30+0100;21:50+0000;424.0;$
2024-09-01;BCN;LHR;10:35+0100;12:00+0000;422.0;$
2024-09-01;BCN;LHR;18:30+0100;19:50+0000;492.0;$
2024-09-01;BCN;LHR;21:15+0100;22:35+0000;432.0;$
2024-09-01;BCN;LHR;08:00+0100;09:15+0000;508.0;$
2024-09-01;BCN;LHR;18:30+0100;19:50+0000;545.0;$
2024-09-01;BCN;LHR;16:55+0100;18:15+0000;567.0;$
2024-09-01;BCN;LHR;14:30+0100;15:50+0000;582.0;$
2024-09-01;BCN;LHR;13:05+0100;14:25+0000;597.0;$
2024-09-01;BCN;LHR;18:30+0100;19:45+0000;675.0;$
2024-09-01;BCN;CDG;18:35+0100;20:35+0100;146.0;$
2024-09-01;BCN;CDG;12:10+0100;14:10+0100;129.0;$
2024-09-01;BCN;CDG;18:35+0100;20:35+0100;146.0;$
2024-09-01;BCN;CDG;18:20+0100;20:25+0100;154.0;$
2024-09-01;BCN;CDG;13:00+0100;15:00+0100;153.0;$
2024-09-01;BCN;CDG;14:05+0100;16:05+0100;158.0;$
2024-09-01;BCN;CDG;19:45+0100;21:35+0100;253.0;$
2024-09-01;BCN;CDG;21:10+0100;23:05+0100;247.0;$
2024-09-01;BCN;CDG;18:05+0100;20:00+0100;300.0;$
2024-09-01;BCN;CDG;15:15+0100;17:10+0100;321.0;$
2024-09-01;BCN;CDG;12:10+0100;14:10+0100;319.0;$
2024-09-01;BCN;CDG;18:35+0100;20:35+0100;344.0;$
2024-09-01;BCN;CDG;13:00+0100;15:00+0100;344.0;$
2024-09-01;BCN;CDG;14:05+0100;16:05+0100;350.0;$
2024-09-01;BCN;CDG;06:10+0100;08:05+0100;377.0;$
2024-09-01;BCN;CDG;06:10+0100;08:05+0100;423.0;$
2024-09-01;BCN;CDG;12:40+0100;14:35+0100;415.0;$
2024-09-01;BCN;CDG;09:50+0100;11:45+0100;437.0;$
2024-09-01;BCN;FRA;08:40+0100;10:45+0100;60.0;$
2024-09-01;BCN;FRA;08:00+0100;10:10+0100;219.0;$
2024-09-01;BCN;FRA;18:55+0100;21:05+0100;355.0;$
2024-09-01;BCN;FRA;17:05+0100;19:15+0100;355.0;$
2024-09-01;BCN;FRA;16:10+0100;18:20+0100;355.0;$
2024-09-01;BCN;FRA;13:50+0100;16:00+0100;355.0;$
2024-09-01;BCN;FRA;12:50+0100;15:00+0100;355.0;$
2024-09-01;BCN;FRA;10:25+0100;12:35+0100;355.0;$
2024-09-01;BCN;MUC;07:00+0100;09:10+0100;93.0;$
2024-09-01;BCN;MUC;07:00+0100;09:10+0100;93.0;$
2024-09-01;BCN;MUC;18:15+0100;20:25+0100;142.0;$
2024-09-01;BCN;MUC;07:00+0100;09:10+0100;243.0;$
2024-09-01;BCN;MUC;11:45+0100;13:45+0100;308.0;$
2024-09-01;BCN;MUC;18:15+0100;20:25+0100;308.0;$
2024-09-01;BCN;MUC;13:30+0100;15:30+0100;325.0;$
2024-09-01;BCN;MUC;15:35+0100;17:35+0100;356.0;$
2024-09-01;BCN;MUC;18:30+0100;20:30+0100;386.0;$
2024-09-01;BCN;MUC;07:50+0100;09:50+0100;386.0;$
2024-09-01;BCN;FCO;08:40+0100;10:35+0100;61.0;$
2024-09-01;BCN;FCO;08:10+0100;10:00+0100;84.0;$
2024-09-01;BCN;FCO;19:55+0100;21:45+0100;97.0;$
2024-09-01;BCN;FCO;15:00+0100;16:50+0100;97.0;$
2024-09-01;BCN;FCO;12:15+0100;14:10+0100;110.0;$
2024-09-01;BCN;FCO;07:15+0100;09:10+0100;110.0;$
2024-09-01;BCN;FCO;16:50+0100;18:35+0100;152.0;$
2024-09-01;BCN;FCO;21:45+0100;23:35+0100;97.0;$
2024-09-01;BCN;FCO;11:40+0100;13:25+0100;152.0;$
2024-09-01;BCN;FCO;06:20+0100;08:05+0100;152.0;$
2024-09-01;BCN;FCO;16:20+0100;18:10+0100;147.0;$
2024-09-01;BCN;FCO;21:05+0100;22:55+0100;132.0;$
2024-09-01;BCN;FCO;16:45+0100;18:40+0100;190.0;$
2024-09-01;BCN;FCO;19:55+0100;21:45+0100;246.0;$
2024-09-01;BCN;FCO;15:00+0100;16:50+0100;246.0;$
2024-09-01;BCN;FCO;12:15+0100;14:10+0100;246.0;$
2024-09-01;BCN;FCO;07:15+0100;09:10+0100;246.0;$
2024-09-01;BCN;FCO;21:45+0100;23:35+0100;246.0;$
2024-09-01;BCN;ZRH;07:00+0100;08:55+0100;69.0;$
2024-09-01;BCN;ZRH;18:45+0100;20:35+0100;144.0;$
2024-09-01;BCN;ZRH;06:00+0100;07:40+0100;188.0;$
2024-09-01;BCN;ZRH;09:35+0100;11:25+0100;190.0;$
2024-09-01;BCN;ZRH;07:00+0100;08:55+0100;204.0;$
2024-09-01;BCN;ZRH;18:35+0100;20:25+0100;247.0;$
2024-09-01;BCN;ZRH;20:05+0100;21:50+0100;285.0;$
2024-09-01;BCN;ZRH;18:45+0100;20:35+0100;287.0;$
2024-09-01;BCN;ZRH;14:55+0100;16:40+0100;303.0;$
2024-09-01;MUC;LHR;07:15+0100;08:15+0000;236.0;$
2024-09-01;MUC;LHR;08:55+0100;09:55+0000;294.0;$
2024-09-01;MUC;LHR;19:45+0100;20:45+0000;312.0;$
2024-09-01;MUC;LHR;18:40+0100;19:40+0000;317.0;$
2024-09-01;MUC;LHR;17:25+0100;18:25+0000;317.0;$
2024-09-01;MUC;LHR;16:05+0100;17:05+0000;317.0;$
2024-09-01;MUC;LHR;14:45+0100;15:45+0000;346.0;$
2024-09-01;MUC;LHR;21:40+0100;22:40+0000;298.0;$
2024-09-01;MUC;LHR;11:50+0100;12:50+0000;365.0;$
2024-09-01;MUC;LHR;07:20+0100;08:30+0000;519.0;$
2024-09-01;MUC;CDG;09:45+0100;11:20+0100;163.0;$
2024-09-01;MUC;CDG;12:10+0100;13:45+0100;202.0;$
2024-09-01;MUC;CDG;15:40+0100;17:15+0100;227.0;$
2024-09-01;MUC;CDG;21:55+0100;23:30+0100;202.0;$
2024-09-01;MUC;CDG;07:10+0100;08:55+0100;297.0;$
2024-09-01;MUC;CDG;10:20+0100;12:05+0100;380.0;$
2024-09-01;MUC;CDG;18:10+0100;19:45+0100;529.0;$
2024-09-01;MUC;CDG;18:10+0100;20:00+0100;559.0;$
2024-09-01;MUC;FRA;08:00+0100;09:00+0100;128.0;$
2024-09-01;MUC;FRA;08:00+0100;09:00+0100;116.0;$
2024-09-01;MUC;FRA;11:00+0100;12:00+0100;120.0;$
2024-09-01;MUC;FRA;09:00+0100;10:00+0100;120.0;$
2024-09-01;MUC;FRA;07:00+0100;08:00+0100;133.0;$
2024-09-01;MUC;FRA;10:00+0100;11:00+0100;136.0;$
2024-09-01;MUC;FRA;15:00+0100;16:00+0100;141.0;$
2024-09-01;MUC;FRA;21:00+0100;22:00+0100;120.0;$
2024-09-01;MUC;FRA;12:00+0100;13:00+0100;166.0;$
2024-09-01;MUC;FRA;17:00+0100;18:00+0100;183.0;$
2024-09-01;MUC;FRA;19:00+0100;20:00+0100;186.0;$
2024-09-01;MUC;FRA;18:00+0100;19:00+0100;193.0;$
2024-09-01;MUC;BCN;09:50+0100;12:00+0100;166.0;$
2024-09-01;MUC;BCN;09:50+0100;12:00+0100;166.0;$
2024-09-01;MUC;BCN;10:35+0100;12:40+0100;257.0;$
2024-09-01;MUC;BCN;21:10+0100;23:25+0100;166.0;$
2024-09-01;MUC;BCN;19:25+0100;21:30+0100;266.0;$
2024-09-01;MUC;BCN;15:40+0100;17:45+0100;266.0;$
2024-09-01;MUC;BCN;08:55+0100;11:00+0100;266.0;$
2024-09-01;MUC;BCN;12:45+0100;14:50+0100;320.0;$
2024-09-01;MUC;BCN;09:50+0100;12:00+0100;327.0;$
2024-09-01;MUC;BCN;21:10+0100;23:25+0100;327.0;$
2024-09-01;MUC;FCO;19:30+0100;21:00+0100;136.0;$
2024-09-01;MUC;FCO;18:40+0100;20:15+0100;147.0;$
2024-09-01;MUC;FCO;19:30+0100;21:00+0100;136.0;$
2024-09-01;MUC;FCO;10:50+0100;12:25+0100;147.0;$
2024-09-01;MUC;FCO;16:45+0100;18:15+0100;136.0;$
2024-09-01;MUC;FCO;13:10+0100;14:40+0100;194.0;$
2024-09-01;MUC;FCO;08:30+0100;10:00+0100;267.0;$
2024-09-01;FCO;LHR;20:55+0100;22:35+0000;333.0;$
2024-09-01;FCO;LHR;08:25+0100;10:10+0000;333.0;$
2024-09-01;FCO;LHR;19:40+0100;21:20+0000;357.0;$
2024-09-01;FCO;LHR;18:15+0100;19:55+0000;369.0;$
2024-09-01;FCO;LHR;15:15+0100;17:00+0000;394.0;$
2024-09-01;FCO;LHR;10:40+0100;12:25+0000;394.0;$
2024-09-01;FCO;LHR;16:45+0100;18:25+0000;443.0;$
2024-09-01;FCO;LHR;11:20+0100;13:00+0000;443.0;$
2024-09-01;FCO;CDG;21:30+0100;23:40+0100;167.0;$
2024-09-01;FCO;CDG;10:50+0100;13:05+0100;165.0;$
2024-09-01;FCO;CDG;08:35+0100;10:45+0100;185.0;$
2024-09-01;FCO;CDG;15:10+0100;17:20+0100;195.0;$
2024-09-01;FCO;CDG;21:30+0100;23:40+0100;146.0;$
2024-09-01;FCO;CDG;06:00+0100;08:15+0100;172.0;$
2024-09-01;FCO;CDG;20:15+0100;22:25+0100;229.0;$
2024-09-01;FCO;CDG;17:10+0100;19:20+0100;229.0;$
2024-09-01;FCO;CDG;18:25+0100;20:35+0100;230.0;$
2024-09-01;FCO;CDG;12:20+0100;14:30+0100;230.0;$
2024-09-01;FCO;CDG;10:05+0100;12:15+0100;230.0;$
2024-09-01;FCO;BCN;14:15+0100;16:05+0100;60.0;$
2024-09-01;FCO;BCN;14:15+0100;16:05+0100;60.0;$
2024-09-01;FCO;BCN;05:50+0100;07:35+0100;54.0;$
2024-09-01;FCO;BCN;14:05+0100;15:55+0100;95.0;$
2024-09-01;FCO;BCN;09:00+0100;10:50+0100;95.0;$
2024-09-01;FCO;BCN;06:10+0100;08:00+0100;92.0;$
2024-09-01;FCO;BCN;20:20+0100;22:10+0100;102.0;$
2024-09-01;FCO;BCN;09:50+0100;11:45+0100;101.0;$
2024-09-01;FCO;BCN;18:45+0100;20:30+0100;114.0;$
2024-09-01;FCO;BCN;21:25+0100;23:15+0100;95.0;$
2024-09-01;FCO;BCN;12:20+0100;14:10+0100;132.0;$
2024-09-01;FCO;BCN;14:55+0100;16:45+0100;143.0;$
2024-09-01;FCO;BCN;19:15+0100;21:05+0100;154.0;$
2024-09-01;FCO;BCN;09:50+0100;11:45+0100;248.0;$
2024-09-01;FCO;BCN;19:15+0100;21:05+0100;299.0;$
2024-09-01;FCO;BCN;14:55+0100;16:45+0100;299.0;$
2024-09-01;FCO;BCN;12:20+0100;14:10+0100;299.0;$
2024-09-01;FCO;MUC;08:05+0100;09:40+0100;130.0;$
2024-09-01;FCO;MUC;16:15+0100;17:50+0100;143.0;$
2024-09-01;FCO;MUC;08:05+0100;09:40+0100;122.0;$
2024-09-01;FCO;MUC;08:25+0100;10:00+0100;143.0;$
2024-09-01;FCO;MUC;19:05+0100;20:40+0100;165.0;$
2024-09-01;FCO;MUC;15:30+0100;17:05+0100;182.0;$
2024-09-01;FCO;MUC;10:50+0100;12:25+0100;201.0;$
2024-09-01;FCO;ZRH;08:30+0100;10:05+0100;119.0;$
2024-09-01;FCO;ZRH;08:30+0100;10:05+0100;102.0;$
2024-09-01;FCO;ZRH;16:20+0100;17:55+0100;148.0;$
2024-09-01;FCO;ZRH;06:15+0100;07:55+0100;135.0;$
2024-09-01;FCO;ZRH;20:15+0100;21:45+0100;204.0;$
2024-09-01;FCO;ZRH;09:40+0100;11:20+0100;200.0;$
2024-09-01;FCO;ZRH;15:05+0100;16:45+0100;283.0;$
2024-09-01;ZRH;LHR;18:35+0100;19:25+0000;226.0;$
2024-09-01;ZRH;LHR;18:35+0100;19:25+0000;226.0;$
2024-09-01;ZRH;LHR;17:10+0100;17:55+0000;258.0;$
2024-09-01;ZRH;LHR;18:40+0100;19:30+0000;260.0;$
2024-09-01;ZRH;LHR;07:40+0100;08:35+0000;249.0;$
2024-09-01;ZRH;LHR;15:30+0100;16:20+0000;265.0;$
2024-09-01;ZRH;LHR;12:05+0100;13:00+0000;265.0;$
2024-09-01;ZRH;LHR;19:40+0100;20:30+0000;294.0;$
2024-09-01;ZRH;LHR;13:20+0100;14:05+0000;301.0;$
2024-09-01;ZRH;LHR;07:05+0100;07:55+0000;305.0;$
2024-09-01;ZRH;LHR;10:30+0100;11:25+0000;340.0;$
2024-09-01;ZRH;LHR;20:55+0100;21:45+0000;420.0;$
2024-09-01;ZRH;CDG;21:40+0100;22:55+0100;137.0;$
2024-09-01;ZRH;CDG;21:40+0100;22:55+0100;129.0;$
2024-09-01;ZRH;CDG;17:55+0100;19:15+0100;147.0;$
2024-09-01;ZRH;CDG;16:30+0100;18:00+0100;163.0;$
