date;source;destination;start_time;end_time;price;currency
2024-06-02;CDG;LHR;13:20;13:45;362.0;$
2024-06-02;CDG;LHR;21:00;21:25;411.0;$
2024-06-02;CDG;LHR;10:35;10:55;444.0;$
2024-06-03;LHR;CDG;20:35;22:55;91.0;$
2024-06-03;LHR;CDG;20:35;22:55;90.0;$
2024-06-03;LHR;CDG;19:45;22:00;111.0;$
2024-06-03;LHR;CDG;18:20;20:40;106.0;$
2024-06-03;LHR;CDG;17:35;19:55;142.0;$
2024-06-03;LHR;CDG;07:20;09:40;155.0;$
2024-06-03;LHR;CDG;08:45;11:05;160.0;$
2024-06-03;LHR;CDG;15:20;17:40;191.0;$
2024-06-03;LHR;CDG;11:55;14:15;213.0;$
2024-06-03;LHR;CDG;06:15;08:35;224.0;$
2024-06-03;LHR;CDG;11:30;13:50;272.0;$
2024-06-03;LHR;CDG;15:10;17:30;289.0;$
2024-06-03;LHR;CDG;09:00;11:20;325.0;$
2024-06-03;LHR;CDG;13:10;15:30;399.0;$
2024-06-03;CDG;LHR;21:35;21:50;98.0;$
2024-06-03;CDG;LHR;21:35;21:50;98.0;$
2024-06-03;CDG;LHR;21:00;21:25;118.0;$
2024-06-03;CDG;LHR;16:10;16:35;132.0;$
2024-06-03;CDG;LHR;07:35;08:00;140.0;$
2024-06-03;CDG;LHR;18:15;18:35;160.0;$
2024-06-03;CDG;LHR;07:55;08:15;165.0;$
2024-06-03;CDG;LHR;18:20;18:35;186.0;$
2024-06-03;CDG;LHR;10:40;11:00;186.0;$
2024-06-03;CDG;LHR;12:10;12:30;186.0;$
2024-06-03;CDG;LHR;15:10;15:25;213.0;$
2024-06-03;CDG;LHR;16:20;16:35;213.0;$
2024-06-03;CDG;LHR;13:20;13:45;186.0;$
2024-06-03;CDG;LHR;10:00;10:30;222.0;$
2024-06-04;LHR;CDG;18:30;20:50;82.0;$
2024-06-04;LHR;CDG;15:25;17:45;78.0;$
2024-06-04;LHR;CDG;18:30;20:50;82.0;$
2024-06-04;LHR;CDG;06:15;08:35;78.0;$
2024-06-04;LHR;CDG;19:45;22:00;102.0;$
2024-06-04;LHR;CDG;20:35;22:55;98.0;$
2024-06-04;LHR;CDG;16:05;18:25;111.0;$
2024-06-04;LHR;CDG;07:20;09:40;111.0;$
2024-06-04;LHR;CDG;14:35;16:55;135.0;$
2024-06-04;LHR;CDG;11:10;13:30;145.0;$
2024-06-04;LHR;CDG;11:30;13:50;133.0;$
2024-06-04;LHR;CDG;13:30;15:50;178.0;$
2024-06-04;LHR;CDG;08:45;11:05;178.0;$
2024-06-04;LHR;CDG;09:00;11:20;224.0;$
2024-06-04;CDG;LHR;19:35;19:50;89.0;$
2024-06-04;CDG;LHR;19:35;19:50;88.0;$
2024-06-04;CDG;LHR;16:40;16:55;99.0;$
2024-06-04;CDG;LHR;10:40;11:00;91.0;$
2024-06-04;CDG;LHR;17:45;18:00;103.0;$
2024-06-04;CDG;LHR;21:40;21:55;91.0;$
2024-06-04;CDG;LHR;08:10;08:30;124.0;$
2024-06-04;CDG;LHR;14:20;14:35;137.0;$
2024-06-04;CDG;LHR;12:10;12:30;148.0;$
2024-06-04;CDG;LHR;21:00;21:25;132.0;$
2024-06-04;CDG;LHR;18:15;18:35;169.0;$
2024-06-04;CDG;LHR;13:20;13:45;174.0;$
2024-06-04;CDG;LHR;07:35;08:00;174.0;$
2024-06-04;CDG;LHR;10:00;10:30;224.0;$
2024-06-05;LHR;CDG;17:20;19:40;75.0;$
2024-06-05;LHR;CDG;17:20;19:40;73.0;$
2024-06-05;LHR;CDG;20:45;23:05;78.0;$
2024-06-05;LHR;CDG;18:30;20:50;98.0;$
2024-06-05;LHR;CDG;06:40;09:00;102.0;$
2024-06-05;LHR;CDG;19:45;22:00;117.0;$
2024-06-05;LHR;CDG;15:20;17:40;119.0;$
2024-06-05;LHR;CDG;15:10;17:30;122.0;$
2024-06-05;LHR;CDG;06:15;08:35;156.0;$
2024-06-05;LHR;CDG;08:40;11:00;165.0;$
2024-06-05;LHR;CDG;17:35;19:55;170.0;$
2024-06-05;LHR;CDG;13:30;15:50;178.0;$
2024-06-05;LHR;CDG;11:10;13:30;236.0;$
2024-06-05;LHR;CDG;09:00;11:20;263.0;$
2024-06-05;LHR;CDG;11:30;13:50;305.0;$
2024-06-05;CDG;LHR;20:35;20:50;83.0;$
2024-06-05;CDG;LHR;20:35;20:50;83.0;$
2024-06-05;CDG;LHR;16:45;17:00;88.0;$
2024-06-05;CDG;LHR;18:20;18:35;95.0;$
2024-06-05;CDG;LHR;18:15;18:35;91.0;$
2024-06-05;CDG;LHR;08:00;08:20;95.0;$
2024-06-05;CDG;LHR;21:40;21:55;88.0;$
2024-06-05;CDG;LHR;07:35;08:00;101.0;$
2024-06-05;CDG;LHR;13:20;13:45;113.0;$
2024-06-05;CDG;LHR;12:00;12:20;115.0;$
2024-06-05;CDG;LHR;14:25;14:40;124.0;$
2024-06-05;CDG;LHR;16:10;16:35;118.0;$
2024-06-05;CDG;LHR;10:00;10:30;128.0;$
2024-06-05;CDG;LHR;21:00;21:25;140.0;$
2024-06-05;CDG;LHR;10:00;10:20;170.0;$
2024-06-06;LHR;CDG;20:35;22:55;104.0;$
2024-06-06;LHR;CDG;19:45;22:00;92.0;$
2024-06-06;LHR;CDG;15:05;17:25;92.0;$
2024-06-06;LHR;CDG;20:35;22:55;103.0;$
2024-06-06;LHR;CDG;06:15;08:35;106.0;$
2024-06-06;LHR;CDG;17:20;19:40;141.0;$
2024-06-06;LHR;CDG;07:20;09:40;141.0;$
2024-06-06;LHR;CDG;11:30;13:50;147.0;$
2024-06-06;LHR;CDG;09:00;11:20;161.0;$
2024-06-06;LHR;CDG;17:35;19:55;170.0;$
2024-06-06;LHR;CDG;11:00;13:20;278.0;$
2024-06-06;LHR;CDG;08:25;10:45;297.0;$
2024-06-06;LHR;CDG;13:15;15:35;343.0;$
2024-06-06;CDG;LHR;20:30;20:45;64.0;$
2024-06-06;CDG;LHR;20:30;20:45;64.0;$
2024-06-06;CDG;LHR;18:15;18:35;77.0;$
2024-06-06;CDG;LHR;08:10;08:30;80.0;$
2024-06-06;CDG;LHR;16:10;16:35;77.0;$
2024-06-06;CDG;LHR;07:35;08:00;77.0;$
2024-06-06;CDG;LHR;21:00;21:25;77.0;$
2024-06-06;CDG;LHR;11:00;11:20;103.0;$
2024-06-06;CDG;LHR;11:50;12:10;115.0;$
2024-06-06;CDG;LHR;16:25;16:40;126.0;$
2024-06-06;CDG;LHR;13:20;13:45;118.0;$
2024-06-06;CDG;LHR;10:00;10:30;118.0;$
2024-06-06;CDG;LHR;14:10;14:25;141.0;$
2024-06-07;LHR;CDG;20:55;23:15;100.0;$
2024-06-07;LHR;CDG;19:45;22:00;101.0;$
2024-06-07;LHR;CDG;20:55;23:15;98.0;$
2024-06-07;LHR;CDG;15:20;17:40;106.0;$
2024-06-07;LHR;CDG;19:10;21:30;111.0;$
2024-06-07;LHR;CDG;06:15;08:35;114.0;$
2024-06-07;LHR;CDG;06:55;09:15;118.0;$
2024-06-07;LHR;CDG;17:10;19:30;145.0;$
2024-06-07;LHR;CDG;17:35;19:55;156.0;$
2024-06-07;LHR;CDG;09:00;11:20;191.0;$
2024-06-07;LHR;CDG;13:10;15:30;195.0;$
2024-06-07;LHR;CDG;11:30;13:50;224.0;$
2024-06-07;LHR;CDG;08:40;11:00;244.0;$
2024-06-07;LHR;CDG;11:20;13:40;269.0;$
2024-06-07;CDG;LHR;08:10;08:30;89.0;$
2024-06-07;CDG;LHR;13:20;13:45;77.0;$
2024-06-07;CDG;LHR;20:20;20:35;95.0;$
2024-06-07;CDG;LHR;07:35;08:00;77.0;$
2024-06-07;CDG;LHR;08:10;08:30;88.0;$
2024-06-07;CDG;LHR;10:00;10:30;77.0;$
2024-06-07;CDG;LHR;18:15;18:35;96.0;$
2024-06-07;CDG;LHR;16:20;16:35;111.0;$
2024-06-07;CDG;LHR;22:20;22:35;88.0;$
2024-06-07;CDG;LHR;16:10;16:35;99.0;$
2024-06-07;CDG;LHR;10:20;10:40;111.0;$
2024-06-07;CDG;LHR;21:00;21:25;86.0;$
2024-06-07;CDG;LHR;14:30;14:45;127.0;$
2024-06-07;CDG;LHR;12:00;12:20;259.0;$
2024-06-08;LHR;CDG;20:35;22:55;129.0;$
2024-06-08;LHR;CDG;19:45;22:00;106.0;$
2024-06-08;LHR;CDG;17:35;19:55;106.0;$
2024-06-08;LHR;CDG;06:15;08:35;112.0;$
2024-06-08;LHR;CDG;20:35;22:55;127.0;$
2024-06-08;LHR;CDG;18:40;21:00;131.0;$
2024-06-08;LHR;CDG;07:15;09:35;135.0;$
2024-06-08;LHR;CDG;14:45;17:05;181.0;$
2024-06-08;LHR;CDG;16:00;18:20;217.0;$
2024-06-08;LHR;CDG;11:30;13:50;220.0;$
2024-06-08;LHR;CDG;11:00;13:20;224.0;$
2024-06-08;LHR;CDG;09:00;11:20;229.0;$
